Object_id,Timestamp,Ocel_changed_field,RFID tag,PickupPlanID,CargoID,LPT,Axles,Scheduled Pickup Weight,Truck Status,Truck Weight,Is_normal
tr48,2024-05-02 16:13:55,Pickup Plan ID,,Pcp2,,,,,,,
tr48,2024-05-02 16:13:55,Scheduled Pickup Weight,,,,,,9416.9,,,
tr48,2024-05-02 16:13:55,Cargo ID,,,Cr11,,,,,,
tr44,2024-05-02 16:14:45,Is_normal,,,,,,,,,normal
tr24,2024-05-02 16:26:43,Truck Weight,,,,,,,,13199.5,
tr20,2024-05-02 16:42:21,Truck Status,,,,,,,Occupied,,
tr20,2024-05-02 16:42:21,Pickup Plan ID,,Pcp10,,,,,,,
tr20,2024-05-02 16:42:21,Scheduled Pickup Weight,,,,,,9371.1,,,
tr20,2024-05-02 16:42:21,Cargo ID,,,Cr18,,,,,,
tr37,2024-05-02 16:43:55,Truck Status,,,,,,,Occupied,,
tr37,2024-05-02 16:43:55,Pickup Plan ID,,Pcp5,,,,,,,
tr37,2024-05-02 16:43:55,Scheduled Pickup Weight,,,,,,9516.0,,,
tr37,2024-05-02 16:43:55,Cargo ID,,,Cr9,,,,,,
tr15,2024-05-02 16:49:20,Truck Weight,,,,,,,,16465.7,
tr7,2024-05-02 16:50:07,Truck Weight,,,,,,,,15018.7,
tr49,2024-05-02 16:51:34,Is_normal,,,,,,,,,normal
tr9,2024-05-02 16:56:41,Is_normal,,,,,,,,,normal
tr23,2024-05-02 16:56:49,Is_normal,,,,,,,,,abnormal
tr23,2024-05-02 16:56:49,Truck Status,,,,,,,Available,,
tr2,2024-05-02 17:09:50,Truck Weight,,,,,,,,16458.4,
tr18,2024-05-02 17:42:02,Truck Status,,,,,,,Occupied,,
tr18,2024-05-02 17:42:02,Pickup Plan ID,,Pcp10,,,,,,,
tr18,2024-05-02 17:42:02,Scheduled Pickup Weight,,,,,,9442.3,,,
tr18,2024-05-02 17:42:02,Cargo ID,,,Cr18,,,,,,
tr12,2024-05-02 17:57:24,Truck Weight,,,,,,,,12344.5,
tr3,2024-05-02 18:51:47,Truck Weight,,,,,,,,16404.6,
tr15,2024-05-02 19:38:47,Is_normal,,,,,,,,,abnormal
tr15,2024-05-02 19:38:47,Truck Status,,,,,,,Available,,
tr29,2024-05-03 07:47:37,Truck Weight,,,,,,,,14145.4,
tr24,2024-05-03 08:08:56,Is_normal,,,,,,,,,normal
tr19,2024-05-03 08:23:16,Truck Weight,,,,,,,,13321.9,
tr14,2024-05-03 08:23:56,Truck Status,,,,,,,Occupied,,
tr14,2024-05-03 08:23:56,Pickup Plan ID,,Pcp8,,,,,,,
tr14,2024-05-03 08:23:56,Scheduled Pickup Weight,,,,,,9426.3,,,
tr14,2024-05-03 08:23:56,Cargo ID,,,Cr4,,,,,,
tr33,2024-05-03 08:53:29,Is_normal,,,,,,,,,normal
tr7,2024-05-03 08:54:44,Is_normal,,,,,,,,,abnormal
tr7,2024-05-03 08:54:44,Truck Status,,,,,,,Available,,
tr2,2024-05-03 09:15:04,Is_normal,,,,,,,,,abnormal
tr2,2024-05-03 09:15:04,Truck Status,,,,,,,Available,,
tr32,2024-05-03 09:21:12,Is_normal,,,,,,,,,abnormal
tr32,2024-05-03 09:21:12,Truck Status,,,,,,,Available,,
tr23,2024-05-03 09:37:03,Truck Status,,,,,,,Occupied,,
tr23,2024-05-03 09:37:03,Pickup Plan ID,,Pcp4,,,,,,,
tr23,2024-05-03 09:37:03,Scheduled Pickup Weight,,,,,,9433.6,,,
tr23,2024-05-03 09:37:03,Cargo ID,,,Cr7,,,,,,
tr50,2024-05-03 09:43:18,Is_normal,,,,,,,,,normal
tr5,2024-05-03 09:43:41,Is_normal,,,,,,,,,normal
tr41,2024-05-03 09:45:09,Truck Weight,,,,,,,,12920.1,
tr3,2024-05-03 10:02:41,Is_normal,,,,,,,,,abnormal
tr3,2024-05-03 10:02:41,Truck Status,,,,,,,Available,,
tr47,2024-05-03 10:07:02,Truck Weight,,,,,,,,14927.8,
tr2,2024-05-03 10:27:08,Truck Status,,,,,,,Occupied,,
tr2,2024-05-03 10:27:08,Pickup Plan ID,,Pcp2,,,,,,,
tr2,2024-05-03 10:27:08,Scheduled Pickup Weight,,,,,,9543.5,,,
tr2,2024-05-03 10:27:08,Cargo ID,,,Cr11,,,,,,
tr12,2024-05-03 10:30:51,Is_normal,,,,,,,,,normal
tr39,2024-05-03 10:32:30,Truck Weight,,,,,,,,12583.4,
tr17,2024-05-03 10:43:50,Truck Weight,,,,,,,,13693.1,
tr46,2024-05-03 10:47:27,Truck Weight,,,,,,,,15403.9,
tr7,2024-05-03 10:48:55,Truck Status,,,,,,,Occupied,,
tr7,2024-05-03 10:48:55,Pickup Plan ID,,Pcp5,,,,,,,
tr7,2024-05-03 10:48:55,Scheduled Pickup Weight,,,,,,9526.8,,,
tr7,2024-05-03 10:48:55,Cargo ID,,,Cr9,,,,,,
tr47,2024-05-03 10:54:48,Is_normal,,,,,,,,,abnormal
tr47,2024-05-03 10:54:48,Truck Status,,,,,,,Available,,
tr3,2024-05-03 10:59:26,Truck Status,,,,,,,Occupied,,
tr3,2024-05-03 10:59:26,Pickup Plan ID,,Pcp2,,,,,,,
tr3,2024-05-03 10:59:26,Scheduled Pickup Weight,,,,,,9534.5,,,
tr3,2024-05-03 10:59:26,Cargo ID,,,Cr11,,,,,,
tr43,2024-05-03 11:33:37,Truck Weight,,,,,,,,14148.7,
tr32,2024-05-03 11:46:24,Truck Status,,,,,,,Occupied,,
tr32,2024-05-03 11:46:24,Pickup Plan ID,,Pcp1,,,,,,,
tr32,2024-05-03 11:46:24,Scheduled Pickup Weight,,,,,,9406.7,,,
tr32,2024-05-03 11:46:24,Cargo ID,,,Cr16,,,,,,
tr29,2024-05-03 11:50:25,Is_normal,,,,,,,,,normal
tr13,2024-05-03 11:55:49,Truck Weight,,,,,,,,11903.3,
tr15,2024-05-03 12:08:17,Truck Status,,,,,,,Occupied,,
tr15,2024-05-03 12:08:17,Pickup Plan ID,,Pcp3,,,,,,,
tr15,2024-05-03 12:08:17,Scheduled Pickup Weight,,,,,,9308.3,,,
tr15,2024-05-03 12:08:17,Cargo ID,,,Cr1,,,,,,
tr19,2024-05-03 12:25:45,Is_normal,,,,,,,,,normal
tr47,2024-05-03 13:56:05,Truck Status,,,,,,,Occupied,,
tr47,2024-05-03 13:56:05,Pickup Plan ID,,Pcp3,,,,,,,
tr47,2024-05-03 13:56:05,Scheduled Pickup Weight,,,,,,9420.3,,,
tr47,2024-05-03 13:56:05,Cargo ID,,,Cr1,,,,,,
tr22,2024-05-03 14:25:49,Truck Weight,,,,,,,,11006.9,
tr35,2024-05-03 14:48:04,Truck Weight,,,,,,,,22836.7,
tr43,2024-05-03 14:52:51,Is_normal,,,,,,,,,abnormal
tr43,2024-05-03 14:52:51,Truck Status,,,,,,,Available,,
tr39,2024-05-03 14:56:06,Is_normal,,,,,,,,,normal
tr41,2024-05-03 15:02:52,Is_normal,,,,,,,,,normal
tr46,2024-05-03 15:03:51,Is_normal,,,,,,,,,abnormal
tr46,2024-05-03 15:03:51,Truck Status,,,,,,,Available,,
tr11,2024-05-03 15:46:18,Truck Weight,,,,,,,,15127.9,
tr13,2024-05-03 15:54:12,Is_normal,,,,,,,,,normal
tr17,2024-05-03 16:00:37,Is_normal,,,,,,,,,normal
tr46,2024-05-03 16:33:21,Truck Status,,,,,,,Occupied,,
tr46,2024-05-03 16:33:21,Pickup Plan ID,,Pcp6,,,,,,,
tr46,2024-05-03 16:33:21,Scheduled Pickup Weight,,,,,,9273.6,,,
tr46,2024-05-03 16:33:21,Cargo ID,,,Cr17,,,,,,
tr6,2024-05-03 16:40:59,Truck Weight,,,,,,,,15275.7,
tr22,2024-05-03 16:49:18,Is_normal,,,,,,,,,normal
tr38,2024-05-03 16:51:56,Truck Weight,,,,,,,,20808.1,
tr43,2024-05-03 17:27:24,Truck Status,,,,,,,Occupied,,
tr43,2024-05-03 17:27:24,Pickup Plan ID,,Pcp2,,,,,,,
tr43,2024-05-03 17:27:24,Scheduled Pickup Weight,,,,,,9405.1,,,
tr43,2024-05-03 17:27:24,Cargo ID,,,Cr11,,,,,,
tr16,2024-05-03 18:13:13,Truck Weight,,,,,,,,20538.0,
tr18,2024-05-06 07:40:49,Truck Weight,,,,,,,,15843.3,
tr11,2024-05-06 08:00:43,Is_normal,,,,,,,,,abnormal
tr11,2024-05-06 08:00:43,Truck Status,,,,,,,Available,,
tr21,2024-05-06 08:16:37,Truck Weight,,,,,,,,22094.9,
tr35,2024-05-06 08:17:28,Truck Status,,,,,,,Available,,
tr38,2024-05-06 08:20:18,Truck Status,,,,,,,Available,,
tr44,2024-05-06 08:22:12,Truck Weight,,,,,,,,22673.7,
tr48,2024-05-06 08:36:01,Truck Weight,,,,,,,,12567.8,
tr9,2024-05-06 09:20:18,Truck Weight,,,,,,,,20551.9,
tr20,2024-05-06 09:40:10,Truck Weight,,,,,,,,11177.6,
tr25,2024-05-06 09:48:54,Truck Weight,,,,,,,,20379.8,
tr18,2024-05-06 10:03:21,Is_normal,,,,,,,,,abnormal
tr18,2024-05-06 10:03:21,Truck Status,,,,,,,Available,,
tr44,2024-05-06 10:17:30,Truck Status,,,,,,,Available,,
tr6,2024-05-06 10:27:59,Is_normal,,,,,,,,,abnormal
tr6,2024-05-06 10:27:59,Truck Status,,,,,,,Available,,
tr35,2024-05-06 10:32:30,Truck Status,,,,,,,Occupied,,
tr35,2024-05-06 10:32:30,Pickup Plan ID,,Pcp1,,,,,,,
tr35,2024-05-06 10:32:30,Scheduled Pickup Weight,,,,,,9274.5,,,
tr35,2024-05-06 10:32:30,Cargo ID,,,Cr16,,,,,,
tr14,2024-05-06 10:36:49,Truck Weight,,,,,,,,14659.2,
tr1,2024-05-06 10:46:46,Truck Weight,,,,,,,,15541.4,
tr9,2024-05-06 10:51:15,Truck Status,,,,,,,Available,,
tr10,2024-05-06 10:52:53,Truck Weight,,,,,,,,21545.3,
tr4,2024-05-06 10:59:19,Truck Weight,,,,,,,,21727.5,
tr11,2024-05-06 11:01:20,Truck Status,,,,,,,Occupied,,
tr11,2024-05-06 11:01:20,Pickup Plan ID,,Pcp2,,,,,,,
tr11,2024-05-06 11:01:20,Scheduled Pickup Weight,,,,,,9454.0,,,
tr11,2024-05-06 11:01:20,Cargo ID,,,Cr11,,,,,,
tr21,2024-05-06 11:07:30,Truck Status,,,,,,,Available,,
tr8,2024-05-06 11:10:44,Truck Weight,,,,,,,,21546.6,
tr27,2024-05-06 11:11:06,Truck Weight,,,,,,,,24351.5,
tr38,2024-05-06 11:22:19,Truck Status,,,,,,,Occupied,,
tr38,2024-05-06 11:22:19,Pickup Plan ID,,Pcp10,,,,,,,
tr38,2024-05-06 11:22:19,Scheduled Pickup Weight,,,,,,9219.8,,,
tr38,2024-05-06 11:22:19,Cargo ID,,,Cr18,,,,,,
tr18,2024-05-06 11:27:24,Truck Status,,,,,,,Occupied,,
tr18,2024-05-06 11:27:24,Pickup Plan ID,,Pcp2,,,,,,,
tr18,2024-05-06 11:27:24,Scheduled Pickup Weight,,,,,,9403.7,,,
tr18,2024-05-06 11:27:24,Cargo ID,,,Cr11,,,,,,
tr15,2024-05-06 11:38:59,Truck Weight,,,,,,,,11342.3,
tr44,2024-05-06 11:40:25,Truck Status,,,,,,,Occupied,,
tr44,2024-05-06 11:40:25,Pickup Plan ID,,Pcp8,,,,,,,
tr44,2024-05-06 11:40:25,Scheduled Pickup Weight,,,,,,9320.8,,,
tr44,2024-05-06 11:40:25,Cargo ID,,,Cr4,,,,,,
tr12,2024-05-06 11:40:32,Truck Weight,,,,,,,,21754.0,
tr34,2024-05-06 11:42:37,Truck Weight,,,,,,,,15957.2,
tr48,2024-05-06 11:42:55,Is_normal,,,,,,,,,normal
tr45,2024-05-06 11:51:49,Truck Weight,,,,,,,,22892.2,
tr27,2024-05-06 11:56:31,Truck Status,,,,,,,Available,,
tr37,2024-05-06 12:05:20,Truck Weight,,,,,,,,11071.0,
tr30,2024-05-06 12:08:12,Truck Weight,,,,,,,,16325.5,
tr23,2024-05-06 13:23:21,Truck Weight,,,,,,,,12736.0,
tr25,2024-05-06 13:30:08,Truck Status,,,,,,,Available,,
tr4,2024-05-06 13:31:21,Truck Status,,,,,,,Available,,
tr40,2024-05-06 13:35:13,Truck Weight,,,,,,,,23027.3,
tr8,2024-05-06 13:42:24,Truck Status,,,,,,,Available,,
tr20,2024-05-06 13:45:41,Is_normal,,,,,,,,,normal
tr32,2024-05-06 13:56:58,Truck Weight,,,,,,,,12617.4,
tr10,2024-05-06 13:58:08,Truck Status,,,,,,,Available,,
tr34,2024-05-06 14:14:31,Is_normal,,,,,,,,,abnormal
tr34,2024-05-06 14:14:31,Truck Status,,,,,,,Available,,
tr46,2024-05-06 14:21:05,Truck Weight,,,,,,,,13592.2,
tr12,2024-05-06 14:24:09,Truck Status,,,,,,,Available,,
tr42,2024-05-06 14:24:17,Truck Weight,,,,,,,,13747.6,
tr1,2024-05-06 14:25:37,Is_normal,,,,,,,,,abnormal
tr1,2024-05-06 14:25:37,Truck Status,,,,,,,Available,,
tr7,2024-05-06 14:40:09,Truck Weight,,,,,,,,12439.5,
tr3,2024-05-06 14:42:17,Truck Weight,,,,,,,,11061.0,
tr40,2024-05-06 14:43:24,Truck Status,,,,,,,Available,,
tr14,2024-05-06 14:47:37,Is_normal,,,,,,,,,normal
tr26,2024-05-06 14:50:01,Truck Weight,,,,,,,,20600.6,
tr30,2024-05-06 14:51:00,Is_normal,,,,,,,,,abnormal
tr30,2024-05-06 14:51:00,Truck Status,,,,,,,Available,,
tr2,2024-05-06 15:00:16,Truck Weight,,,,,,,,13290.9,
tr37,2024-05-06 15:18:48,Is_normal,,,,,,,,,normal
tr6,2024-05-06 15:27:46,Truck Status,,,,,,,Occupied,,
tr6,2024-05-06 15:27:46,Pickup Plan ID,,Pcp8,,,,,,,
tr6,2024-05-06 15:27:46,Scheduled Pickup Weight,,,,,,9348.1,,,
tr6,2024-05-06 15:27:46,Cargo ID,,,Cr4,,,,,,
tr33,2024-05-06 15:28:07,Truck Weight,,,,,,,,22043.7,
tr34,2024-05-06 15:32:47,Truck Status,,,,,,,Occupied,,
tr34,2024-05-06 15:32:47,Pickup Plan ID,,Pcp3,,,,,,,
tr34,2024-05-06 15:32:47,Scheduled Pickup Weight,,,,,,9356.9,,,
tr34,2024-05-06 15:32:47,Cargo ID,,,Cr1,,,,,,
tr25,2024-05-06 15:34:24,Truck Status,,,,,,,Occupied,,
tr25,2024-05-06 15:34:24,Pickup Plan ID,,Pcp3,,,,,,,
tr25,2024-05-06 15:34:24,Scheduled Pickup Weight,,,,,,9455.4,,,
tr25,2024-05-06 15:34:24,Cargo ID,,,Cr1,,,,,,
tr8,2024-05-06 15:46:35,Truck Status,,,,,,,Occupied,,
tr8,2024-05-06 15:46:35,Pickup Plan ID,,Pcp2,,,,,,,
tr8,2024-05-06 15:46:35,Scheduled Pickup Weight,,,,,,9580.0,,,
tr8,2024-05-06 15:46:35,Cargo ID,,,Cr11,,,,,,
tr42,2024-05-06 15:51:42,Is_normal,,,,,,,,,abnormal
tr42,2024-05-06 15:51:42,Truck Status,,,,,,,Available,,
tr15,2024-05-06 15:56:19,Is_normal,,,,,,,,,normal
tr33,2024-05-06 15:56:37,Truck Status,,,,,,,Available,,
tr46,2024-05-06 15:56:59,Is_normal,,,,,,,,,normal
tr21,2024-05-06 16:08:51,Truck Status,,,,,,,Occupied,,
tr21,2024-05-06 16:08:51,Pickup Plan ID,,Pcp10,,,,,,,
tr21,2024-05-06 16:08:51,Scheduled Pickup Weight,,,,,,9334.3,,,
tr21,2024-05-06 16:08:51,Cargo ID,,,Cr18,,,,,,
tr31,2024-05-06 16:18:09,Truck Weight,,,,,,,,22970.4,
tr10,2024-05-06 16:22:21,Truck Status,,,,,,,Occupied,,
tr10,2024-05-06 16:22:21,Pickup Plan ID,,Pcp2,,,,,,,
tr10,2024-05-06 16:22:21,Scheduled Pickup Weight,,,,,,9581.0,,,
tr10,2024-05-06 16:22:21,Cargo ID,,,Cr11,,,,,,
tr12,2024-05-06 16:23:40,Truck Status,,,,,,,Occupied,,
tr12,2024-05-06 16:23:40,Pickup Plan ID,,Pcp6,,,,,,,
tr12,2024-05-06 16:23:40,Scheduled Pickup Weight,,,,,,9310.5,,,
tr12,2024-05-06 16:23:40,Cargo ID,,,Cr17,,,,,,
tr23,2024-05-06 16:24:46,Is_normal,,,,,,,,,normal
tr1,2024-05-06 16:28:57,Truck Status,,,,,,,Occupied,,
tr1,2024-05-06 16:28:57,Pickup Plan ID,,Pcp4,,,,,,,
tr1,2024-05-06 16:28:57,Scheduled Pickup Weight,,,,,,9358.1,,,
tr1,2024-05-06 16:28:57,Cargo ID,,,Cr7,,,,,,
tr17,2024-05-06 16:39:52,Truck Weight,,,,,,,,23148.7,
tr43,2024-05-06 16:46:08,Truck Weight,,,,,,,,16033.0,
tr32,2024-05-06 16:47:23,Is_normal,,,,,,,,,normal
tr3,2024-05-06 16:48:20,Is_normal,,,,,,,,,normal
tr27,2024-05-06 16:48:53,Truck Status,,,,,,,Occupied,,
tr27,2024-05-06 16:48:53,Pickup Plan ID,,Pcp3,,,,,,,
tr27,2024-05-06 16:48:53,Scheduled Pickup Weight,,,,,,9422.3,,,
tr27,2024-05-06 16:48:53,Cargo ID,,,Cr1,,,,,,
tr45,2024-05-06 16:52:35,Truck Status,,,,,,,Available,,
tr9,2024-05-06 17:11:49,Truck Status,,,,,,,Occupied,,
tr9,2024-05-06 17:11:49,Pickup Plan ID,,Pcp3,,,,,,,
tr9,2024-05-06 17:11:49,Scheduled Pickup Weight,,,,,,9495.5,,,
tr9,2024-05-06 17:11:49,Cargo ID,,,Cr1,,,,,,
tr38,2024-05-06 17:26:38,Truck Weight,,,,,,,,14441.7,
tr4,2024-05-06 17:29:15,Truck Status,,,,,,,Occupied,,
tr4,2024-05-06 17:29:15,Pickup Plan ID,,Pcp4,,,,,,,
tr4,2024-05-06 17:29:15,Scheduled Pickup Weight,,,,,,9362.9,,,
tr4,2024-05-06 17:29:15,Cargo ID,,,Cr7,,,,,,
tr2,2024-05-06 17:36:39,Is_normal,,,,,,,,,normal
tr26,2024-05-06 17:47:39,Truck Status,,,,,,,Available,,
tr40,2024-05-06 17:56:28,Truck Status,,,,,,,Occupied,,
tr40,2024-05-06 17:56:28,Pickup Plan ID,,Pcp7,,,,,,,
tr40,2024-05-06 17:56:28,Scheduled Pickup Weight,,,,,,9311.7,,,
tr40,2024-05-06 17:56:28,Cargo ID,,,Cr10,,,,,,
tr31,2024-05-06 19:01:02,Truck Status,,,,,,,Available,,
tr42,2024-05-06 19:01:22,Truck Status,,,,,,,Occupied,,
tr42,2024-05-06 19:01:22,Pickup Plan ID,,Pcp8,,,,,,,
tr42,2024-05-06 19:01:22,Scheduled Pickup Weight,,,,,,9373.5,,,
tr42,2024-05-06 19:01:22,Cargo ID,,,Cr4,,,,,,
tr47,2024-05-06 19:12:01,Truck Weight,,,,,,,,13017.0,
tr28,2024-05-07 07:02:28,Truck Weight,,,,,,,,22950.2,
tr43,2024-05-07 07:38:19,Is_normal,,,,,,,,,abnormal
tr43,2024-05-07 07:38:19,Truck Status,,,,,,,Available,,
tr7,2024-05-07 07:55:10,Is_normal,,,,,,,,,normal
tr17,2024-05-07 07:56:31,Truck Status,,,,,,,Available,,
tr49,2024-05-07 08:10:30,Truck Weight,,,,,,,,21808.7,
tr29,2024-05-07 08:46:51,Truck Weight,,,,,,,,23486.3,
tr28,2024-05-07 09:18:19,Truck Status,,,,,,,Available,,
tr38,2024-05-07 09:22:52,Is_normal,,,,,,,,,abnormal
tr38,2024-05-07 09:22:52,Truck Status,,,,,,,Available,,
tr26,2024-05-07 09:42:33,Truck Status,,,,,,,Occupied,,
tr26,2024-05-07 09:42:33,Pickup Plan ID,,Pcp2,,,,,,,
tr26,2024-05-07 09:42:33,Scheduled Pickup Weight,,,,,,9538.5,,,
tr26,2024-05-07 09:42:33,Cargo ID,,,Cr11,,,,,,
tr45,2024-05-07 09:46:39,Truck Status,,,,,,,Occupied,,
tr45,2024-05-07 09:46:39,Pickup Plan ID,,Pcp1,,,,,,,
tr45,2024-05-07 09:46:39,Scheduled Pickup Weight,,,,,,9330.0,,,
tr45,2024-05-07 09:46:39,Cargo ID,,,Cr16,,,,,,
tr49,2024-05-07 09:52:49,Truck Status,,,,,,,Available,,
tr33,2024-05-07 10:12:48,Truck Status,,,,,,,Occupied,,
tr33,2024-05-07 10:12:48,Pickup Plan ID,,Pcp4,,,,,,,
tr33,2024-05-07 10:12:48,Scheduled Pickup Weight,,,,,,9466.3,,,
tr33,2024-05-07 10:12:48,Cargo ID,,,Cr7,,,,,,
tr43,2024-05-07 10:18:04,Truck Status,,,,,,,Occupied,,
tr43,2024-05-07 10:18:04,Pickup Plan ID,,Pcp7,,,,,,,
tr43,2024-05-07 10:18:04,Scheduled Pickup Weight,,,,,,9448.3,,,
tr43,2024-05-07 10:18:04,Cargo ID,,,Cr10,,,,,,
tr17,2024-05-07 10:29:11,Truck Status,,,,,,,Occupied,,
tr17,2024-05-07 10:29:11,Pickup Plan ID,,Pcp5,,,,,,,
tr17,2024-05-07 10:29:11,Scheduled Pickup Weight,,,,,,9352.6,,,
tr17,2024-05-07 10:29:11,Cargo ID,,,Cr9,,,,,,
tr50,2024-05-07 10:29:21,Truck Weight,,,,,,,,22833.6,
tr11,2024-05-07 10:47:40,Truck Weight,,,,,,,,12106.2,
tr36,2024-05-07 10:58:59,Truck Weight,,,,,,,,21236.7,
tr47,2024-05-07 11:11:27,Is_normal,,,,,,,,,normal
tr29,2024-05-07 11:17:34,Truck Status,,,,,,,Available,,
tr30,2024-05-07 11:38:30,Truck Status,,,,,,,Occupied,,
tr30,2024-05-07 11:38:30,Pickup Plan ID,,Pcp1,,,,,,,
tr30,2024-05-07 11:38:30,Scheduled Pickup Weight,,,,,,9367.8,,,
tr30,2024-05-07 11:38:30,Cargo ID,,,Cr16,,,,,,
tr18,2024-05-07 11:50:57,Truck Weight,,,,,,,,14497.9,
tr10,2024-05-07 11:51:52,Truck Weight,,,,,,,,15821.0,
tr50,2024-05-07 11:54:46,Truck Status,,,,,,,Available,,
tr28,2024-05-07 11:59:08,Truck Status,,,,,,,Occupied,,
tr28,2024-05-07 11:59:08,Pickup Plan ID,,Pcp6,,,,,,,
tr28,2024-05-07 11:59:08,Scheduled Pickup Weight,,,,,,9292.1,,,
tr28,2024-05-07 11:59:08,Cargo ID,,,Cr17,,,,,,
tr34,2024-05-07 12:23:10,Truck Weight,,,,,,,,16418.8,
tr1,2024-05-07 13:18:57,Truck Weight,,,,,,,,14749.0,
tr11,2024-05-07 13:19:49,Is_normal,,,,,,,,,normal
tr27,2024-05-07 13:31:43,Truck Weight,,,,,,,,13098.2,
tr38,2024-05-07 13:44:35,Truck Status,,,,,,,Occupied,,
tr38,2024-05-07 13:44:35,Pickup Plan ID,,Pcp6,,,,,,,
tr38,2024-05-07 13:44:35,Scheduled Pickup Weight,,,,,,9419.2,,,
tr38,2024-05-07 13:44:35,Cargo ID,,,Cr17,,,,,,
tr29,2024-05-07 13:55:51,Truck Status,,,,,,,Occupied,,
tr29,2024-05-07 13:55:51,Pickup Plan ID,,Pcp1,,,,,,,
tr29,2024-05-07 13:55:51,Scheduled Pickup Weight,,,,,,9453.7,,,
tr29,2024-05-07 13:55:51,Cargo ID,,,Cr16,,,,,,
tr31,2024-05-07 14:13:22,Truck Status,,,,,,,Occupied,,
tr31,2024-05-07 14:13:22,Pickup Plan ID,,Pcp1,,,,,,,
tr31,2024-05-07 14:13:22,Scheduled Pickup Weight,,,,,,9360.1,,,
tr31,2024-05-07 14:13:22,Cargo ID,,,Cr16,,,,,,
tr36,2024-05-07 14:35:53,Truck Status,,,,,,,Available,,
tr10,2024-05-07 14:39:47,Is_normal,,,,,,,,,abnormal
tr10,2024-05-07 14:39:47,Truck Status,,,,,,,Available,,
tr21,2024-05-07 14:44:46,Truck Weight,,,,,,,,14859.9,
tr34,2024-05-07 14:45:03,Is_normal,,,,,,,,,abnormal
tr34,2024-05-07 14:45:03,Truck Status,,,,,,,Available,,
tr9,2024-05-07 14:45:39,Truck Weight,,,,,,,,14652.1,
tr18,2024-05-07 14:52:48,Is_normal,,,,,,,,,abnormal
tr18,2024-05-07 14:52:48,Truck Status,,,,,,,Available,,
tr1,2024-05-07 15:07:37,Is_normal,,,,,,,,,abnormal
tr1,2024-05-07 15:07:37,Truck Status,,,,,,,Available,,
tr27,2024-05-07 15:58:15,Is_normal,,,,,,,,,normal
tr34,2024-05-07 16:16:26,Truck Status,,,,,,,Occupied,,
tr34,2024-05-07 16:16:26,Pickup Plan ID,,Pcp6,,,,,,,
tr34,2024-05-07 16:16:26,Scheduled Pickup Weight,,,,,,9348.6,,,
tr34,2024-05-07 16:16:26,Cargo ID,,,Cr17,,,,,,
tr21,2024-05-07 16:18:05,Is_normal,,,,,,,,,abnormal
tr21,2024-05-07 16:18:05,Truck Status,,,,,,,Available,,
tr33,2024-05-07 16:19:34,Truck Weight,,,,,,,,13638.2,
tr49,2024-05-07 16:24:38,Truck Status,,,,,,,Occupied,,
tr49,2024-05-07 16:24:38,Pickup Plan ID,,Pcp5,,,,,,,
tr49,2024-05-07 16:24:38,Scheduled Pickup Weight,,,,,,9389.8,,,
tr49,2024-05-07 16:24:38,Cargo ID,,,Cr9,,,,,,
tr10,2024-05-07 16:31:39,Truck Status,,,,,,,Occupied,,
tr10,2024-05-07 16:31:39,Pickup Plan ID,,Pcp3,,,,,,,
tr10,2024-05-07 16:31:39,Scheduled Pickup Weight,,,,,,9296.5,,,
tr10,2024-05-07 16:31:39,Cargo ID,,,Cr1,,,,,,
tr36,2024-05-07 16:42:38,Truck Status,,,,,,,Occupied,,
tr36,2024-05-07 16:42:38,Pickup Plan ID,,Pcp2,,,,,,,
tr36,2024-05-07 16:42:38,Scheduled Pickup Weight,,,,,,9536.7,,,
tr36,2024-05-07 16:42:38,Cargo ID,,,Cr11,,,,,,
tr22,2024-05-07 16:44:30,Truck Weight,,,,,,,,20284.9,
tr48,2024-05-07 16:56:11,Truck Weight,,,,,,,,21984.7,
tr15,2024-05-07 17:01:05,Truck Weight,,,,,,,,20650.6,
tr9,2024-05-07 17:11:09,Is_normal,,,,,,,,,abnormal
tr9,2024-05-07 17:11:09,Truck Status,,,,,,,Available,,
tr41,2024-05-07 17:41:07,Truck Weight,,,,,,,,22229.9,
tr18,2024-05-07 17:52:43,Truck Status,,,,,,,Occupied,,
tr18,2024-05-07 17:52:43,Pickup Plan ID,,Pcp6,,,,,,,
tr18,2024-05-07 17:52:43,Scheduled Pickup Weight,,,,,,9366.9,,,
tr18,2024-05-07 17:52:43,Cargo ID,,,Cr17,,,,,,
tr22,2024-05-08 07:42:08,Truck Status,,,,,,,Available,,
tr44,2024-05-08 07:45:46,Truck Weight,,,,,,,,15650.8,
tr3,2024-05-08 08:03:18,Truck Weight,,,,,,,,20595.5,
tr15,2024-05-08 08:49:26,Truck Status,,,,,,,Available,,
tr33,2024-05-08 08:59:37,Is_normal,,,,,,,,,normal
tr1,2024-05-08 09:18:05,Truck Status,,,,,,,Occupied,,
tr1,2024-05-08 09:18:05,Pickup Plan ID,,Pcp10,,,,,,,
tr1,2024-05-08 09:18:05,Scheduled Pickup Weight,,,,,,9273.0,,,
tr1,2024-05-08 09:18:05,Cargo ID,,,Cr18,,,,,,
tr17,2024-05-08 09:27:31,Truck Weight,,,,,,,,12533.9,
tr40,2024-05-08 09:31:36,Truck Weight,,,,,,,,12390.8,
tr50,2024-05-08 09:40:51,Truck Status,,,,,,,Occupied,,
